date,fch4_mean,fch4_n,fch4_sd,fch4_se,frac_site_aggregated,frac_tga100a,frac_li7700,n_analyzers,is_mixed
2017-10-13,49.660828571428574,35,14.361752953972031,2.4275793228818605,0.0,0.7142857142857143,0.2857142857142857,2,True
2017-10-14,46.59269230769231,13,7.650741613122826,2.121933937033879,0.0,0.0,1.0,1,False
2017-10-15,48.49191304347826,23,5.227742411344268,1.0900596457427694,0.0,0.0,1.0,1,False
2017-10-18,45.727666666666664,30,8.132968891401575,1.4848701737694754,0.0,0.9666666666666667,0.03333333333333333,2,True
2017-10-19,43.276444444444444,9,6.895200397941873,2.298400132647291,0.0,1.0,0.0,1,False
2017-10-22,39.758583333333334,24,6.336920380263359,1.2935184560240647,0.0,1.0,0.0,1,False
2017-10-23,40.76036,25,5.023613232193205,1.004722646438641,0.0,1.0,0.0,1,False
2017-10-24,42.255204545454546,44,9.229032614727275,1.3913290164092271,0.0,0.9090909090909091,0.09090909090909091,2,True
2017-10-27,44.434333333333335,27,3.2771630320235126,0.630690319572355,0.0,0.0,1.0,1,False
2017-10-28,36.05605714285714,35,9.671117579263148,1.6347172340188003,0.0,0.0,1.0,1,False
2017-10-29,34.20735714285714,14,5.236282307238495,1.3994553124366151,0.0,0.0,1.0,1,False
2017-10-30,37.5327,20,4.423540819179513,0.9891337972930495,0.0,0.0,1.0,1,False
2017-10-31,31.72333333333333,21,4.987122359972065,1.0882793197418474,0.0,0.0,1.0,1,False
2017-11-02,32.58772222222222,36,6.883016990540087,1.1471694984233478,0.0,0.9444444444444444,0.05555555555555555,2,True
2017-11-03,27.8027,30,7.8122958131661795,1.426323547591427,0.0,0.9333333333333333,0.06666666666666667,2,True
2017-11-05,30.387945945945948,37,8.123104192315843,1.335430102992627,0.0,0.8918918918918919,0.10810810810810811,2,True
2017-11-06,28.26442105263158,38,7.925357131117881,1.2856626967787659,0.0,0.9736842105263158,0.02631578947368421,2,True
2017-11-07,27.0638125,32,7.029493715709087,1.242650668671529,0.0,0.9375,0.0625,2,True
2017-11-08,26.27092857142857,42,7.545675939570785,1.1643230752041276,0.0,0.9523809523809523,0.047619047619047616,2,True
2017-11-09,26.951676470588236,34,5.782226527854957,0.9916436685006065,0.0,0.9411764705882353,0.058823529411764705,2,True
2017-11-11,25.380782608695654,23,7.083434201498349,1.4769981320372716,0.0,1.0,0.0,1,False
2017-11-12,23.9545,30,6.491803201757184,1.1852356841622236,0.0,1.0,0.0,1,False
2017-11-17,24.2455,14,6.26797917072284,1.675187897448594,0.0,0.8571428571428571,0.14285714285714285,2,True
2017-11-18,22.57631914893617,47,4.8726416909212205,0.7107478388185104,0.0,0.9787234042553191,0.02127659574468085,2,True
2017-11-19,18.56707142857143,14,9.200418673285268,2.4589153207364807,0.0,1.0,0.0,1,False
2017-11-20,29.2519,10,4.564095004610563,1.4432935671966078,0.0,0.6,0.4,2,True
2017-11-21,20.646431818181817,44,6.666728277459317,1.0050471034356783,0.0,0.8636363636363636,0.13636363636363635,2,True
2017-11-24,21.311692307692308,26,4.697470798369954,0.9212498179007952,0.0,0.8846153846153846,0.11538461538461539,2,True
2017-11-25,20.502909090909093,33,4.120163917883277,0.7172284769783651,0.0,0.8787878787878788,0.12121212121212122,2,True
2017-11-26,20.007117647058823,34,5.454245289928704,0.9353953502429657,0.0,0.8823529411764706,0.11764705882352941,2,True
2017-11-28,22.377,44,8.899542805084701,1.3416565586442253,0.0,0.8181818181818182,0.18181818181818182,2,True
2017-11-30,21.6585,36,5.353484032451603,0.8922473387419338,0.0,0.8055555555555556,0.19444444444444445,2,True
2017-12-03,21.764,9,6.840024945129952,2.2800083150433172,0.0,1.0,0.0,1,False
