date,FC_mean,FC_n,FC_sd,FC_se
2022-10-13,-1.7855178125,16,2.0717017430421527,0.5179254357605382
2022-10-15,-1.4101105,12,2.0900994236649693,0.6033597324430259
2022-10-16,-1.3522157037037037,27,3.0015463522058967,0.5776478648104045
2022-10-17,-0.4821735588235294,34,1.0782678129680867,0.18492140432873422
2022-10-18,-0.74368725,36,1.5221865523486808,0.2536977587247801
2022-10-19,-1.16229248,25,1.7738156597394341,0.35476313194788683
2022-10-20,-0.6386504782608695,23,1.2464723265854893,0.25990744681633204
2022-10-21,-1.2593695925925925,27,1.665674252667468,0.3205591593865971
2022-10-22,-0.20014425000000002,16,1.746561358246445,0.43664033956161125
2022-10-23,-0.5066722105263157,19,1.6956361134938116,0.38900560335460993
2022-10-24,0.2583877333333333,30,1.612925563051467,0.29447857148666984
2022-10-25,-0.24341754761904758,42,1.4386037743087818,0.22198138164395426
2022-10-26,-0.91952625,20,1.4699953406883866,0.3287009508387195
2022-10-31,-0.4849097857142857,14,1.2591946997603836,0.33653393926750247
2022-11-01,-0.7581781818181818,11,1.630726349886873,0.49168249439277967
2022-11-02,1.764664,8,1.3802153755538091,0.4879798257760179
2022-11-03,-1.4540663,10,1.355019632660071,0.42849483134505056
2022-11-04,-1.6428728965517243,29,1.9935140387322394,0.3701862635830837
2022-11-05,-1.7168375454545455,11,1.776218808811142,0.5355501213089611
2022-11-06,0.13023173333333335,15,0.5942864207001857,0.15344409401660225
2022-11-07,-1.0342569655172413,29,1.1930746024194465,0.22154839176673083
2022-11-08,-0.5980274736842105,19,0.8358520848596737,0.19175761945532108
2022-11-12,-0.5630694761904762,21,0.45998300675912135,0.1003765212793837
2022-11-13,-0.86938175,20,0.7140865380783507,0.1596746040960684
2022-11-16,-0.8160581538461538,13,1.0276706342754671,0.28502455124375364
2022-11-18,-0.14895816666666667,12,0.623531302856099,0.17999798277606344
2022-11-19,-0.44367673333333335,15,0.6130223272563414,0.15828168428780823
2022-11-20,0.44437347368421054,19,0.6624994474931338,0.15198779693547898
2022-11-21,-0.14290158333333333,36,0.5662956907343611,0.09438261512239353
2022-11-22,0.015618999999999994,10,0.4496993072312011,0.14220740730504236
2022-11-24,-0.06976254545454547,22,0.4363089632378509,0.0930213835146835
2022-11-25,0.4322025217391304,23,0.37001739472070394,0.07715396025111294
2022-11-26,0.02843153125,32,0.496753947453055,0.08781452120631027
2022-11-27,-0.5256514285714285,21,0.5604338823278417,0.12229669941834805
2022-11-28,0.13667100000000001,18,0.42599330894828136,0.10040758583247525
2022-11-29,-0.08450823902439025,41,0.3428584033382913,0.053545486644461966
2022-11-30,-0.8788979166666667,12,0.3723421345357369,0.10748591580242378
2022-12-01,-0.4813896428571428,14,0.43671762522562424,0.11671769488284506
2022-12-03,-0.07865336923076922,26,0.47075694009559604,0.09232303168102593
2022-12-04,0.08133715909090909,44,0.29127894141286975,0.043911952636290996
2022-12-05,-0.16722382352941176,34,0.3465053903406402,0.05942518418767254
2022-12-07,-0.5406341111111111,27,0.5650251575583797,0.10873914227174707
2022-12-09,-0.7168510555555555,18,0.7691708207951234,0.18129530109168485
2022-12-10,-0.6271760769230769,13,0.6823483439647307,0.1892493801455981
2022-12-11,-0.7314060476190476,21,0.5172213556612368,0.11286695301739497
2022-12-12,-0.4510335384615385,39,0.2872752086848764,0.04600084880068039
2022-12-13,-0.925438,33,0.6615857465686137,0.11516729597636463
2022-12-14,-0.9379246,10,0.6701639423113324,0.21192444634214966
2022-12-16,0.1960007142857143,14,0.25196057722540294,0.06733929678223251
2022-12-18,-0.50519075,36,0.2405889967083016,0.04009816611805027
2022-12-19,-0.5883206666666666,12,0.6722602538733632,0.1940648192696362
2022-12-20,-0.2863643846153846,26,0.3514309661117616,0.06892128284171682
2022-12-21,-0.4806958333333333,12,0.6238261622252604,0.18008310134414265
2022-12-24,-0.8474451666666667,18,0.19526746217469784,0.04602498221627217
2022-12-25,-0.908638659090909,44,0.4846101579419368,0.07305773015855788
2022-12-26,-0.33981927999999995,25,0.5965499963054592,0.11930999926109184
2022-12-28,-1.1194580869565218,23,0.6290039763038006,0.13115639555855713
2022-12-29,-0.26284080952380956,21,0.9573076621087195,0.20890165833211505
2022-12-30,-0.34568716,25,0.3517884730064692,0.07035769460129385
2022-12-31,-0.6417408888888888,18,0.7591976051538104,0.17894459162161547
2023-01-01,-0.2451175185185185,27,0.4597923095628964,0.08848707123248599
2023-01-02,-0.0389467825,40,0.29909363972088593,0.04729085675939037
2023-01-03,-0.4516811379310345,29,0.38342238656545824,0.07119974973792507
2023-01-04,-0.12060258333333333,12,0.14159381921439826,0.04087461481951002
2023-01-05,-0.35332252380952384,21,0.4092432191612488,0.08930419187875356
2023-01-06,-0.1859053636363636,11,0.8987112332287021,0.2709716323179261
2023-01-07,0.14191522222222225,9,0.5954598311695294,0.19848661038984314
2023-01-08,0.3209471428571429,14,0.2440215778626829,0.06521750995301
2023-01-09,-0.889614,14,0.6641218689177231,0.17749403546815098
2023-01-10,-0.9371824500000001,20,0.5945523784357681,0.13294595343665574
2023-01-11,-0.05183476923076924,13,0.40419174845077216,0.11210262108913088
2023-01-12,-0.5859697352941177,34,0.25832497294150797,0.044302367366445494
2023-01-17,-0.09730919565217391,23,0.2306917715363126,0.04810255956968278
2023-01-18,-0.23458218749999998,16,0.2899160849768357,0.07247902124420892
2023-01-19,-0.11741170434782609,23,0.1599995151719117,0.03336220515548721
2023-01-20,-0.20416795454545456,22,0.27009256187347847,0.05758392767374764
2023-01-21,0.023520839999999998,25,0.201685464641456,0.0403370929282912
2023-01-22,-0.07673115384615384,26,0.26550726002317787,0.052070257686874524
2023-01-23,-0.24205549999999998,12,0.3318383271330401,0.0957934737488479
2023-01-24,-0.031088062500000003,16,0.2940575288772519,0.07351438221931297
2023-01-25,-0.17462779166666667,24,0.23372111108866464,0.047708122023630985
2023-01-26,-0.05348361538461539,13,0.3761924217459594,0.10433700508046392
2023-01-27,-0.5724546666666667,9,0.2962405430785935,0.0987468476928645
2023-01-28,-0.8089356153846154,26,0.5449420212650206,0.10687192308488594
2023-01-29,-0.44274708333333335,24,0.5236823652059823,0.10689621517070734
2023-01-30,0.1377165333333333,30,0.5031712476804755,0.09186608088087181
2023-01-31,0.21120175,20,0.2582405330072752,0.05774433863500455
2023-02-01,-0.09224588888888889,18,0.613137016041745,0.14451778061320097
2023-02-02,-1.3129124594594594,37,0.5947512878570239,0.09777650942225177
2023-02-03,-0.7799093636363637,22,0.8204158128579588,0.17491323901078726
2023-02-04,0.06140456249999999,16,0.37899104370472375,0.09474776092618094
2023-02-05,-0.4796007368421053,19,0.8452235632157948,0.1939075840398427
2023-02-07,-0.07100377419354839,31,0.2963736754748089,0.05323028349643843
2023-02-08,0.2008466153846154,13,0.6227961210771599,0.17273256528490608
2023-02-09,-0.23038574571428572,35,0.39239322226197243,0.0663265602642677
2023-02-10,0.020819375000000005,24,0.589620447666921,0.12035576989127907
2023-02-11,0.323483175,40,0.2277753782488452,0.03601444950863628
